final_text,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
reservasi tiket betterfly nama tumpang tidak rubah,4,3,5.7.1,2022-12-03 10:51:43,,
berulang2 salah,1,0,5.7.1,2022-11-30 17:29:19,,
bayar koq erorr kerja,2,0,,2022-11-29 10:50:58,,
ribet lot payah,2,0,5.7.1,2022-11-28 05:24:35,,
mantap,5,0,5.7.1,2022-11-28 03:42:55,,
eror useless,1,0,5.7.1,2022-11-26 10:34:19,,
tidak user friendly lot banget tampil engga tarik menu muncul pas buka habis ilang nyari info tidak tarik sen tiket pakai e commerse mudah buka mudah paham user friendly,1,13,5.7.1,2022-11-26 02:13:20,,
bobrok bugs bayar eror gender suka salah harga nggk konsisten payah un instal pecat developer,1,0,,2022-11-24 02:43:49,,
update ganti nama tumpang payah,1,0,5.7.1,2022-11-22 15:51:11,,
kesini errorkemarin kemarin lancar booking tiket kog error kali laku bayar error bayar atm ewallet error kait cepat bantu banget pesan langsung resmi citilink pesan ota,2,17,5.7.1,2022-11-22 02:52:09,,
tidak edit nama pusing cari ambil tiket orang,1,1,5.7.1,2022-11-21 05:21:14,,
tidak,1,0,5.7.1,2022-11-20 16:08:53,,
jelek banget murah e commerce dri maskapai ngga riwayat pesan apknya error ganti nama passenger susah banget nge chat layan ngga bales2 mending ngga bikin ginian apknya ngga improvement,1,34,5.7.1,2022-11-19 13:47:19,,
tidak ambil tiket orang nama set langsung akun,1,0,,2022-11-18 03:15:32,,
dah jelek banget mesti nama member mesan ribet banget kawan mimta pesan behh ribet banget karang mesti nama member bkn kyk kemaren2,1,0,,2022-11-17 04:44:16,,
buka susah,4,0,5.7.1,2022-11-17 01:09:38,,
tidak bantu booking orang,4,0,5.7.1,2022-11-16 08:14:07,,
lambat lihat citilink tidak serius kembang apps tidak ad evaluasi sungguh kecewa,1,0,,2022-11-15 17:12:42,,
gila lag banget ni,1,0,5.7.1,2022-11-14 02:12:09,,
bagong pilih tanggal terbang sulit posisi timbol search diarahin cari kode booking lelet level perushaan gin masak sulit cari developer pro,1,10,5.7.0,2022-11-12 02:21:24,,
nanggung kurang profesional verifikasi failed,2,0,5.7.0,2022-11-10 21:23:08,,
bintang 0 ngasi bintang 0 dah kek blg tidak gubris komenan baca egk hahaha semangat kaka hoho,1,1,5.7.0,2022-11-09 11:27:20,,
tidak customer friendly,1,0,5.7.0,2022-11-03 12:37:35,,
parah banget sih masuk susah banget,2,0,5.7.0,2022-10-27 03:11:56,,
parah tidak cari bandara,1,0,5.7.0,2022-10-26 11:33:11,,
it tidak kerja bug buruk,1,0,5.7.0,2022-10-25 09:56:54,,
kelas citilink kalah lot loh tidak promo2,1,0,5.7.0,2022-10-22 03:43:43,,
lambat 4 menit tidak ceck uang tinggal sulap 1 6 jt layang tampa,1,0,5.6.1,2022-10-14 08:06:38,,
tidak,1,0,5.7.0,2022-10-13 08:37:21,,
lot tidak tingkat milih tidak crash ngulang,1,4,5.7.0,2022-10-10 04:06:30,,
tidak pesan kursi berkali2 tidak,2,0,5.7.0,2022-10-09 23:52:25,,
bagus service clean,5,0,5.7.0,2022-10-07 06:39:53,,
tidak lot,2,0,5.6.1,2022-10-04 07:04:02,,
loading,5,0,5.6.1,2022-10-03 22:53:37,,
ngelag parah gabisa dipake,1,0,5.6.1,2022-10-03 05:45:08,,
jelek dna eror,1,0,5.6.1,2022-10-02 18:04:49,,
knapa plat merah serba lelet ribet,1,0,5.6.1,2022-10-02 00:45:34,,
claim mileage kali nyata hasil point mile tidak nambah sungguh kecewa,1,1,5.6.1,2022-10-01 04:00:46,,
sengaja beli tiket citilink mahal biar berangkat pagi rescedule 2 kali jam 8 00 8 50 9 40 pesawat tiket 900 rb,1,0,5.6.1,2022-10-01 01:43:04,,
lot parah mampus,1,0,,2022-09-30 06:51:27,,
bagus,5,0,,2022-09-29 11:24:59,,
belum launching check,1,0,,2022-09-25 09:20:36,,
jelek tidak kualitas,1,0,5.6.1,2022-09-25 05:23:07,,
tidak pakai,1,0,5.6.1,2022-09-18 14:16:31,,
sampah shame on you,1,0,5.6.1,2022-09-18 04:48:50,,
refunnya gimna,1,0,5.6.1,2022-09-16 12:24:58,,
ruwet muter2 g jaring full g bs2 akhrnya tiket hangus gara2 muter2 jaring,1,0,5.6.1,2022-09-16 10:24:52,,
kelas citilink majuin jam terbang 2 jam tanpa sms email komplain tidak respon rumah kota bandara jam terbang ubah check jam sblm berangkat gila,1,9,5.6.1,2022-09-10 15:09:34,,
error,1,0,5.6.1,2022-09-09 13:58:22,,
harap,2,0,5.6.1,2022-09-06 03:14:29,,
aneh tidak dipake gmn,1,0,5.6.1,2022-09-05 07:12:42,,
lemoot hadeeuh gmana citilink,1,0,5.6.1,2022-09-02 06:26:56,,
tidak buka muter teruus,1,0,5.6.1,2022-09-01 23:26:04,,
jelek update tidak booking tiket,1,0,5.6.1,2022-09-01 12:26:09,,
puas,5,0,,2022-09-01 11:06:03,,
sulit operasi mudah pakai laptop,2,0,5.6.1,2022-09-01 06:35:58,,
kayak tidak rawat bug hati2 beli pake error raib uang,1,1,5.6.1,2022-09-01 02:55:51,,
suka krn and bantu,5,0,5.6.1,2022-08-29 08:52:49,,
cek online eror,1,0,5.6.1,2022-08-28 02:09:10,,
booking dar check ndak,1,0,5.6.1,2022-08-27 12:21:33,,
oke,4,0,,2022-08-27 02:58:26,,
ra,1,0,5.6.1,2022-08-24 11:22:53,,
lambat daftar,1,0,5.6.1,2022-08-24 01:40:32,,
amburadul,1,0,,2022-08-24 01:25:26,,
bagus belum updet,5,0,5.6.1,2022-08-23 06:43:28,,
nyusahin,1,0,5.6.1,2022-08-23 02:23:18,,
ngelag,1,0,,2022-08-22 01:56:52,,
layan bagus,5,0,5.6.1,2022-08-11 22:07:52,,
team it tidak update eror mulu tidak,1,1,5.6.1,2022-08-11 09:02:50,,
very nice,5,0,5.6.1,2022-08-09 11:20:00,,
mudah terbang domestik,5,0,5.6.1,2022-08-07 23:50:57,,
bagus,5,0,5.5.1,2022-08-04 11:50:21,,
error trs,1,0,5.6.0,2022-08-04 04:57:56,,
terbang top biaya jangkau,5,0,,2022-08-03 11:53:09,,
malu kelas bumn pake programmer low class malu maskapai swasta sesuai etos kerja ribet berit2 mudah ketik rute tanggal ribet isi trus cari ganti tanggal belum itenery terbang muncul itenery nov 2021 muncul terbang malu jangan bilang sistim eror eror dah berminggu2 tidak tau,1,13,5.6.0,2022-08-03 04:23:40,,
terap,5,0,,2022-07-31 08:05:31,,
lambat cek tiket tidak buang buang,1,0,5.6.0,2022-07-30 23:23:52,,
cek liat boarding tiket tidak gagal,1,0,,2022-07-30 11:31:02,,
hedeh loadingnya parah,1,0,,2022-07-28 10:32:08,,
sampah customer service live chat sampah tidak,1,0,5.6.0,2022-07-28 02:01:05,,
heran banget gilir sen tiket susah ampun lha sen tiket sulit banget kayak pajang uda coba kali sen tiket tidak,1,7,5.6.0,2022-07-27 23:45:00,,
bikin emosi muncul bug pilih tanggal data tumpang tidak simpan ketik manual error,1,2,5.6.0,2022-07-26 04:51:04,,
busuk pesan susah pilih tanggal benerin lg tuh,1,0,,2022-07-24 15:24:16,,
bantu praktis,5,0,5.6.0,2022-07-19 05:34:15,,
pakai voucher tidak yah otp 10x email otp tidak masuk masuk total 1 100an expired tanggal 20 juli 22 tollong bantu web tidak,2,2,5.6.0,2022-07-18 16:20:47,,
mudah praktis,5,0,5.6.0,2022-07-17 06:49:15,,
tidak asik loding tidak bagus,2,0,5.6.0,2022-07-17 01:57:15,,
zr fateh sarah,5,0,5.6.0,2022-07-15 08:01:45,,
sampah takira hp gw lot tau emang tidak jangan instal guys busuk asli,1,1,5.6.0,2022-07-14 12:37:07,,
bagus bagus,5,0,5.6.0,2022-07-14 09:59:16,,
tidak cape download,1,0,,2022-07-12 14:21:48,,
oke,5,0,5.5.3,2022-07-12 00:52:34,,
pakai citilink 3 4 bagus milesnya aktif notifikasi sengaja tidak dibenerin beli platform tidak kembang,1,8,5.5.5,2022-07-08 16:34:08,,
friendly bingits,5,0,5.5.5,2022-07-08 10:28:09,,
preet,1,0,5.5.5,2022-07-07 06:43:38,,
susah bayar,5,0,5.5.5,2022-07-07 04:05:54,,
tidak dar check online tidak alias error ken lihat canggih tidak andal mending batik air user friendly ciri2 maskapai tidak profesional ambruk,1,34,5.5.5,2022-07-06 22:46:36,,
eror bugs input title mr cetak type gender female smua eror bugs,1,9,5.5.5,2022-07-06 07:25:12,,
update bodoh cek harga tidak lambat tiba2,1,1,5.5.5,2022-07-06 05:56:17,,
bug,1,0,5.5.5,2022-07-04 01:42:59,,
tunda tidak ngotqk banget pergi am 7 malam jam 10 pesawat banget take off2,1,0,5.5.5,2022-07-03 17:23:35,,
data pribadi tidak aman tidak serius kerja usaha tidak peduli nyaman langgan,1,0,5.5.5,2022-07-02 17:48:31,,
apksi buruk beda tingkatin,1,0,5.5.5,2022-07-02 10:42:02,,
terbang tunda tuju tangga turun alhasil nunggu dalem pesawat jam,1,0,,2022-07-01 13:10:49,,
pilih tanggal macet,1,0,5.5.5,2022-06-30 15:40:57,,
gimana nih milih tanggal ngebug,1,0,,2022-06-30 15:38:47,,
performa buruk orng orng magang,1,0,5.5.5,2022-06-29 23:59:42,,
uninstall,1,0,5.5.5,2022-06-28 16:07:30,,
capek tidak update,1,0,5.5.5,2022-06-27 01:39:16,,
aduh jelek banget nih drtd bolak ngulang tidak kelar capee mo cepet ribett,1,0,5.5.5,2022-06-23 09:00:18,,
buruk,1,0,5.5.5,2022-06-21 11:39:30,,
alam terbang citilink nyaman hemat,5,0,5.5.5,2022-06-21 09:39:39,,
kapok cek gate 4 gate 20 terminal 3 jalan kaki 1 km lemes kaki,1,0,5.5.5,2022-06-21 09:39:18,,
cakeep,5,0,5.5.5,2022-06-21 06:29:02,,
buruk,1,0,5.5.5,2022-06-20 16:48:42,,
tidak update tidak ni,1,0,5.5.5,2022-06-20 06:09:51,,
update profil tidak isi no kontak login gua pesan tiket tidak no kontak tidak login cari payah nih,1,8,5.5.5,2022-06-19 12:14:17,,
harga murah lambat,3,0,5.5.4,2022-06-19 07:09:47,,
permisi numpang ngasih bintang tau alas sila coba download pakai temu alam cerita alam bintang playstore maklum citilink kurang duit paksa rekrut pegawai alakadarnya pegawai profesional mahal tidak bobrok terimakasih,1,14,5.5.5,2022-06-18 10:22:43,,
i like citylink,5,0,,2022-06-17 00:59:35,,
mantaps,5,0,5.5.4,2022-06-17 00:20:34,,
bug bayar card susah,1,1,5.5.4,2022-06-16 22:32:52,,
eror mesan tidak muncul pake website daftar mesan repot praktis susah,2,1,5.5.4,2022-06-14 22:32:53,,
download ruwet,1,0,,2022-06-14 14:12:46,,
tidak pakai pesan tiket tidak muncul iklan gede gede mudah pesan tidak,1,1,5.5.4,2022-06-14 10:06:49,,
mantap,5,0,5.5.4,2022-06-13 03:01:24,,
lalot,1,0,,2022-06-12 10:23:55,,
sempurna ndak mundur laku bayar atm bri gagal oktober bayar atm bri gampang kendala citilink bikin profesional,1,11,5.5.4,2022-06-11 13:00:51,,
ribet lihat boarding pass tidak recommended,2,1,5.5.4,2022-06-07 23:56:22,,
zonk,1,0,5.5.4,2022-06-07 07:10:59,,
bugnya cari kadang gambar tampil ganggu citilink tidak urus,1,4,5.5.4,2022-06-06 17:00:01,,
bantu pesan tiket pesawat citilink,5,0,5.5.4,2022-06-06 01:03:30,,
smiley flight,5,0,5.5.3,2022-06-04 04:56:12,,
please mudah simple,3,0,5.5.4,2022-06-03 10:18:34,,
emang niat bikin sebenernya kalah ama traveloka,1,0,5.5.4,2022-06-03 04:48:40,,
guoblok update parah banget,1,0,5.5.3,2022-05-30 04:54:26,,
it doesn t work for me everytime i set the date of flight it directs to code booking i did again but it is useless,2,0,5.5.3,2022-05-29 07:21:11,,
buruk instal lowcost bintang 5 aplikasiny bintang 1 pecat itnya,1,0,5.5.3,2022-05-28 13:29:50,,
g sih beli tiket pilih tanggal g gitu,1,0,5.5.3,2022-05-28 12:37:48,,
coba dah denah salah emang budget tidak nge gaji programmernya,1,0,,2022-05-27 03:23:10,,
nge bug sampah,1,0,,2022-05-26 15:23:40,,
buruk dlm lihat data transaksi penerbanhan tidak dpt lihat data mesan,1,2,5.5.3,2022-05-26 12:01:58,,
stiap masukin tanggal banget loadingnya,2,0,5.5.3,2022-05-23 22:43:36,,
istimewa,5,0,5.5.3,2022-05-23 05:46:28,,
nyesel deh download stiap ganti tanggal ngebug lumayan ganti tanggal hrs ketik ulang terbang tuju tidak kaya ribet banget dh gtu bnget ngebugnya jujur kecewa stlah download,1,18,5.5.3,2022-05-21 21:29:36,,
terima kasih citilink layan muas mama berangkat makassar layan tanggung pesan wheel chair layan sukses citilink layan mama umur sehat orang aamiin,5,0,,2022-05-21 10:30:40,,
garuda miles sekng ssdh tidak gabung citilink arti citilink linkmilles tidak gabung garruda seprti tak can,1,1,5.5.3,2022-05-20 21:41:43,,
terupdate ngebug cek tanggal asli kelas citilink bikin,1,0,,2022-05-20 15:24:16,,
jelek tidak,1,0,5.5.1,2022-05-18 03:27:06,,
bapuk duit ilang bayar tiket tidak masuk masuk anguss,1,0,5.5.1,2022-05-18 00:18:12,,
mantap,5,0,5.5.1,2022-05-17 13:24:52,,
versi nge bug pilih tanggal tumpang staf it ganti malu quality manaa,1,21,5.5.1,2022-05-17 02:37:51,,
layan cepat murah aman,5,0,5.5.1,2022-05-16 09:31:55,,
kasih bintang 1 kusut butterflay bikin sulit ngelacak2 acan,1,0,5.5.1,2022-05-14 23:32:40,,
kecewa pas check buka nomor anggota tidak tampil,1,1,5.5.1,2022-05-14 14:17:18,,
aneh,1,0,5.5.1,2022-05-14 07:22:49,,
apl sampah gabisa dipake,1,0,5.5.1,2022-05-12 10:24:34,,
very bagus,5,0,5.5.1,2022-05-12 05:14:06,,
bikin kayak anak sd loading kayak ecek ecek,1,0,,2022-05-10 07:02:47,,
lihat terbang bug sih sistem,1,8,5.5.1,2022-05-07 03:30:55,,
sulit,1,0,5.5.1,2022-05-05 15:38:27,,
cuman mutar cari jadwal lelet lelet,1,0,5.5.1,2022-05-05 03:54:22,,
terbang nyaman citilink,5,0,5.0.1,2022-04-29 05:45:41,,
sistem terbang elit tidak ngasih layan oke,1,0,,2022-04-28 12:25:47,,
tidak cek harga pental mulu,1,1,,2022-04-26 15:11:56,,
ke3 citilink instal ganti2 mulu instal ngikutin garuda miles liat nomor miles tidak buka buka liat kartu error mulu beli nomor kursi tidak belum faedah dar check online web browser tanpa instal2,1,25,5.5.0,2022-04-26 02:03:44,,
mudah,5,0,4.3.0,2022-04-25 11:56:30,,
main main beneran lancar lancar liat jadwal mesan tiket muter muter tidak karuan ujung masak cari jadwal tanggal esok hasil nihil loadingnya banget layan calon tumpang trimakasih,1,2,,2022-04-23 14:59:44,,
,5,0,5.5.0,2022-04-23 14:15:11,,
harga traveloka murah harga mahal,2,0,,2022-04-22 05:03:00,,
cek online tumpang 3 orang 1 kode booking tiket pisah pisah duduk oarahal 4 jam belum terbang kecewa,1,0,,2022-04-21 23:03:39,,
buruk kelas citilink it kaya anak smp ajar bikin bug error ui bikin sakit mata,1,6,5.1.0,2022-04-21 13:18:27,,
bagus,5,0,5.1.0,2022-04-20 20:58:42,,
aplikasina buruk tiket tidak cek traveloka tiket comdan harga citilink cek bettergly citilink harga tidak muncul pesalln harga hadir inti buruk,1,9,5.1.0,2022-04-20 13:34:51,,
citilink ngelag klik tanggal cek harga 2 3 cb cek ngelag langsung tidak gerak,1,0,,2022-04-20 01:06:10,,
mantapz,5,0,5.1.0,2022-04-19 22:30:42,,
serius nanya fungsi,1,0,5.1.0,2022-04-19 05:13:04,,
lambat jadwal terbang tidak update,1,0,5.1.0,2022-04-19 05:10:10,,
kecewa citilink lihat terbang domestik susah tidak terbang wilayah transit medan jakarta medan batam medan palembang tidak please,1,1,,2022-04-16 07:32:43,,
lot banget tidak user friendly,1,0,5.1.0,2022-04-16 07:01:50,,
apliksinya tidak mutu,1,0,5.1.0,2022-04-15 12:25:43,,
oke,5,0,,2022-04-14 11:53:42,,
ribet sistem kursi bayar citilink bilamana tumpang pilih duduk bayar tidak bayar kursi apit maskapai tumpang bebas pilih kursi online check lorong jendela free kosong,2,7,5.1.0,2022-04-13 22:40:26,,
manfaat,5,0,5.1.0,2022-04-13 15:24:55,,
aneh ceckin 1 tiket beda duduk,1,0,5.0.1,2022-04-13 08:27:20,,
buka langsung hang,1,0,5.1.0,2022-04-12 22:40:18,,
mantap,5,0,5.1.0,2022-04-12 14:51:03,,
full service,5,0,5.1.0,2022-04-11 08:58:52,,
kemaren coba pake dapet harga murah hanua pas cek kode booking tidak trua tidak history transaksi smoga bener tiket,4,2,5.1.0,2022-04-10 20:48:26,,
citilink angkot tidak bonafit alami 3x ubah jadwal terbang mending ubah mundur ubah maju jam 11 30 10 30 07 00 jadwal batal krn nyata swk hubung customer service citilink bantu full tidak bantu bantu akomodasi inap cari tiket harga,1,17,5.1.0,2022-04-09 05:29:28,,
maaf min citilink booking tiket 4 org via bayar pas cek riwayat mesan ko tidak muncul mohon bantuanmya min terima kasih,2,0,,2022-04-08 15:12:09,,
upgrade cari terbang tidak lihat tiket bayar tidak beli langsung murah lari,2,1,3.1.7,2022-04-08 03:10:03,,
lelet kecewa,4,0,5.0.1,2022-04-07 02:03:30,,
semenjak updte stiap cek terbang muncul tulis tidak sedia suruh ubah tanggal terbang salah coba ubah tanggal lokasi terbang,1,1,,2022-04-07 01:25:26,,
cari terbang kosong ganti tanggal kosong hadeh,1,1,5.0.1,2022-04-06 17:11:44,,
jdi ng cek penerbngan rute connecting flight padang denpasar,1,0,5.0.1,2022-04-05 12:17:07,,
buruk cari terbang muncul tidak jadwal terbang suruh cari tanggal seatnya woii,1,0,,2022-04-05 01:53:17,,
jakarta pusat jakarta lndonesia kempinski lndonesia,5,0,5.0.1,2022-04-04 00:10:39,,
layan lancar,5,0,4.2.0,2022-04-03 00:08:47,,
1 kurang responsif lot 2 proses bayar ovo tidak user friendly 3 tidak batal proses mesan 4 sedia flight timbul tenggelam 5 pilih bayar redeem voucher,1,1,,2022-04-01 00:46:04,,
tidak pakai,1,0,,2022-03-30 22:01:57,,
4 terbang dah bayar update ngilang jelek,1,1,5.0.1,2022-03-30 11:02:59,,
rute tidak terbang web parahh,1,0,5.0.1,2022-03-29 12:05:52,,
tidak,1,0,5.0.1,2022-03-27 12:20:49,,
beli langsung untung wkwk kerja bagus citilink kadang eror sistem website muncul harga tidak muncul smoga sistem,2,1,5.0.1,2022-03-27 02:50:43,,
loading tanpa henti,1,0,5.0.1,2022-03-25 08:23:26,,
terbang bandung pekanbaru bos,5,0,4.3.0,2022-03-24 12:21:40,,
cari terbang loading ulang kali kali tidak,1,0,5.0.1,2022-03-24 09:22:26,,
manfaat pantau harga transaksi beli tiket pantau status terbang check suka update ubah terbang dibooking tidak muncul daftar pesan sesuai kode booking tidak muncul booking order,3,65,5.0.1,2022-03-24 07:10:55,,
loading development kacau,1,0,5.0.1,2022-03-23 15:04:14,,
tidak sampah,1,0,5.0.1,2022-03-22 02:40:05,,
jelek banget update profil gagal cek linkmile gagal buka gagal,2,1,5.0.1,2022-03-21 23:46:07,,
menu upcoming flight tidak akses cepat,1,0,5.0.1,2022-03-20 12:30:02,,
,5,0,5.0.1,2022-03-18 16:31:08,,
jelek,1,0,5.0.1,2022-03-18 03:18:10,,
bingung hubung customer service citilink respon lambat eror sedih pake maskapai,1,0,5.0.1,2022-03-16 14:40:17,,
rusak nih upcoming flight muter mulu tidak selesai2 tidak web check,1,1,5.0.1,2022-03-16 14:27:07,,
,4,0,,2022-03-16 13:12:59,,
jelek banget order masukin voucher bayar transaksi gagal bayar pesan ngak muncul coba ordee voucher tidak kesel,1,5,5.0.1,2022-03-14 14:43:13,,
belum update disaranin tidak ush update kacau my order tidak buka tarik bookingan tidak mesti booking ulang akibat double booking blockseat tidak check hadeuhh,1,9,5.0.1,2022-03-14 13:41:34,,
beli booking tiket pesawat tidak invoice pas gilir chat tidak balas payah pas chating nanya bayar cepat gilir invoice bungkam tidak respons kecewa,2,28,5.0.1,2022-03-12 14:46:23,,
nda citilink,1,0,5.0.1,2022-03-12 03:28:16,,
loading lambat,1,1,5.0.1,2022-03-12 01:21:42,,
lemott,1,0,5.0.1,2022-03-12 00:08:07,,
buruk update ngga,1,0,5.0.1,2022-03-11 04:46:26,,
smkn upgrade knp smkin susah lihat tiket booking susah voucher hbs limit admin ny email ko tidak balas baharu lh biar org mngrti,1,1,,2022-03-10 11:29:34,,
great,5,0,5.0.1,2022-03-10 05:51:59,,
apps error masuk tanggal pilih tidak ubah nge hang parah nih,1,1,5.0.1,2022-03-08 15:13:18,,
gagal kapok citilink muter2,1,0,5.0.1,2022-03-08 05:59:50,,
peswat law budget oke,5,0,,2022-03-07 14:31:15,,
mantap,5,0,,2022-03-07 04:09:13,,
jangan cm susah orang bukan mudah sulit sampah bener dah klik back ngulang,1,0,,2022-03-06 15:15:42,,
customer service bisu sengaja bisu keluh beli tiket print kode booking muter tidak dpt email e tiket terang email tidak deteksi citilink hati pishing citilink skrg uda jdi tipu,1,0,,2022-03-05 08:37:34,,
bagaimna lihat tiket sudh mlkukn bayar keterngn hasil klik mesan muter2 loading,1,2,5.0.1,2022-03-05 07:50:18,,
menu pesan muter2,4,0,5.0.1,2022-03-03 14:33:32,,
tidak belum booking dah tidak apa2 tidak niat bikin,1,1,5.0.1,2022-03-03 13:19:39,,
pilih bayar pake brimo promonya tidak pilih bayar brimo ditinjut,1,1,5.0.1,2022-03-03 11:31:00,,
parah banget super lelet,2,0,5.0.1,2022-03-03 08:58:50,,
,5,0,4.2.0,2022-03-01 01:46:28,,
very nice,5,0,5.0.1,2022-02-28 23:12:02,,
loading mulu gabisa check,1,0,5.0.1,2022-02-28 07:57:36,,
bagus,5,0,5.0.1,2022-02-27 09:47:27,,
error tidak,1,0,5.0.1,2022-02-27 08:51:04,,
update ribet proses pembookingannya atur booking tanggal tidak d klik peroses,1,5,5.0.1,2022-02-26 05:47:10,,
menu pesan muter2 tak henti nambahin bookingan d bayar tak masuk2 tidak login member nambahin pesan lancar2 bookingan kluar tingkat upgrade 4 nyoba gitu gitu,2,17,5.0.1,2022-02-25 23:46:38,,
tidak cek tidak liat pesan jaei males pake citilink,1,0,,2022-02-24 14:52:47,,
bagus,4,0,4.2.0,2022-02-24 14:05:34,,
buruk layan via bukan buruk gtu tunda flight,1,0,5.0.1,2022-02-23 03:41:57,,
susah update jenis hp samsung m21 ram 4gb kurang akses,1,1,5.0.1,2022-02-22 13:47:15,,
citilink buka rute jakarta pontianak voacher 2 tidak pakai tidak rute kota laku voacher habis laku beli tiket citilink uang cash bentuk voacher rugi voacher tidak reedem karna tidak rute tuju hp buka error loading trus,1,0,5.0.1,2022-02-22 01:33:32,,
pesan loading muter pusing tidak check online linkmiles tidak fungsi tidak manual kotor data hp jangan belum saran bagus disiplin karyawan kuat manajemen sistem kerja usaha karyawan citilink,1,10,5.0.1,2022-02-20 00:20:32,,
